Area,Item,Year,Unit,Value
Lebanon,Apples,2020,100 g/ha,163680
Lebanon,Apples,2021,100 g/ha,163532
Lebanon,Apricots,2020,100 g/ha,89873
Lebanon,Apricots,2021,100 g/ha,91831
Lebanon,Artichokes,2020,100 g/ha,68884
Lebanon,Artichokes,2021,100 g/ha,65790
Lebanon,Avocados,2020,100 g/ha,121047
Lebanon,Avocados,2021,100 g/ha,119935
Lebanon,Bananas,2020,100 g/ha,394666
Lebanon,Bananas,2021,100 g/ha,406135
Lebanon,Barley,2020,100 g/ha,21429
Lebanon,Barley,2021,100 g/ha,20000
Lebanon,"Beans, dry",2020,100 g/ha,32114
Lebanon,"Beans, dry",2021,100 g/ha,32046
Lebanon,"Broad beans and horse beans, dry",2020,100 g/ha,9456
Lebanon,"Broad beans and horse beans, dry",2021,100 g/ha,9230
Lebanon,"Broad beans and horse beans, green",2020,100 g/ha,105585
Lebanon,"Broad beans and horse beans, green",2021,100 g/ha,106674
Lebanon,Cabbages,2020,100 g/ha,371163
Lebanon,Cabbages,2021,100 g/ha,368418
Lebanon,Cantaloupes and other melons,2020,100 g/ha,146132
Lebanon,Cantaloupes and other melons,2021,100 g/ha,131814
Lebanon,Carrots and turnips,2020,100 g/ha,159046
Lebanon,Carrots and turnips,2021,100 g/ha,160421
Lebanon,Cauliflowers and broccoli,2020,100 g/ha,216746
Lebanon,Cauliflowers and broccoli,2021,100 g/ha,216169
Lebanon,Cherries,2020,100 g/ha,75890
Lebanon,Cherries,2021,100 g/ha,78440
Lebanon,"Chick peas, dry",2020,100 g/ha,10341
Lebanon,"Chick peas, dry",2021,100 g/ha,10417
Lebanon,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,132337
Lebanon,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,126098
Lebanon,Cucumbers and gherkins,2020,100 g/ha,318982
Lebanon,Cucumbers and gherkins,2021,100 g/ha,309765
Lebanon,Eggplants (aubergines),2020,100 g/ha,204998
Lebanon,Eggplants (aubergines),2021,100 g/ha,202386
Lebanon,Figs,2020,100 g/ha,54744
Lebanon,Figs,2021,100 g/ha,54620
Lebanon,Grapes,2020,100 g/ha,86504
Lebanon,Grapes,2021,100 g/ha,86637
Lebanon,Green garlic,2020,100 g/ha,101408
Lebanon,Green garlic,2021,100 g/ha,99662
Lebanon,"Groundnuts, excluding shelled",2020,100 g/ha,43772
Lebanon,"Groundnuts, excluding shelled",2021,100 g/ha,43343
Lebanon,Lemons and limes,2020,100 g/ha,301069
Lebanon,Lemons and limes,2021,100 g/ha,303362
Lebanon,"Lentils, dry",2020,100 g/ha,13074
Lebanon,"Lentils, dry",2021,100 g/ha,13068
Lebanon,Lettuce and chicory,2020,100 g/ha,224014
Lebanon,Lettuce and chicory,2021,100 g/ha,223125
Lebanon,Locust beans (carobs),2020,100 g/ha,107434
Lebanon,Locust beans (carobs),2021,100 g/ha,108652
Lebanon,Lupins,2020,100 g/ha,22561
Lebanon,Lupins,2021,100 g/ha,22599
Lebanon,Maize (corn),2020,100 g/ha,30000
Lebanon,Maize (corn),2021,100 g/ha,30000
Lebanon,Oats,2020,100 g/ha,11035
Lebanon,Oats,2021,100 g/ha,11038
Lebanon,Okra,2020,100 g/ha,27016
Lebanon,Okra,2021,100 g/ha,26960
Lebanon,Olives,2020,100 g/ha,21567
Lebanon,Olives,2021,100 g/ha,21653
Lebanon,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,376903
Lebanon,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,381022
Lebanon,Oranges,2020,100 g/ha,277233
Lebanon,Oranges,2021,100 g/ha,280796
Lebanon,"Other beans, green",2020,100 g/ha,69152
Lebanon,"Other beans, green",2021,100 g/ha,65905
Lebanon,"Other fruits, n.e.c.",2020,100 g/ha,66483
Lebanon,"Other fruits, n.e.c.",2021,100 g/ha,51609
Lebanon,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,100 g/ha,104375
Lebanon,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,100 g/ha,104949
Lebanon,Other pulses n.e.c.,2020,100 g/ha,32649
Lebanon,Other pulses n.e.c.,2021,100 g/ha,32430
Lebanon,"Other stimulant, spice and aromatic crops, n.e.c.",2020,100 g/ha,15806
Lebanon,"Other stimulant, spice and aromatic crops, n.e.c.",2021,100 g/ha,15808
Lebanon,"Other vegetables, fresh n.e.c.",2020,100 g/ha,46743
Lebanon,"Other vegetables, fresh n.e.c.",2021,100 g/ha,46754
Lebanon,Peaches and nectarines,2020,100 g/ha,152174
Lebanon,Peaches and nectarines,2021,100 g/ha,153946
Lebanon,Pears,2020,100 g/ha,143040
Lebanon,Pears,2021,100 g/ha,141353
Lebanon,"Peas, dry",2020,100 g/ha,48778
Lebanon,"Peas, dry",2021,100 g/ha,49791
Lebanon,"Peas, green",2020,100 g/ha,68070
Lebanon,"Peas, green",2021,100 g/ha,69593
Lebanon,Plums and sloes,2020,100 g/ha,118444
Lebanon,Plums and sloes,2021,100 g/ha,118358
Lebanon,Pomelos and grapefruits,2020,100 g/ha,106520
Lebanon,Pomelos and grapefruits,2021,100 g/ha,100795
Lebanon,Potatoes,2020,100 g/ha,276890
Lebanon,Potatoes,2021,100 g/ha,279353
Lebanon,"Pumpkins, squash and gourds",2020,100 g/ha,193196
Lebanon,"Pumpkins, squash and gourds",2021,100 g/ha,189363
Lebanon,Sesame seed,2020,100 g/ha,33167
Lebanon,Sesame seed,2021,100 g/ha,33102
Lebanon,Sorghum,2020,100 g/ha,22390
Lebanon,Sorghum,2021,100 g/ha,22655
Lebanon,Spinach,2020,100 g/ha,44162
Lebanon,Spinach,2021,100 g/ha,44180
Lebanon,Strawberries,2020,100 g/ha,84037
Lebanon,Strawberries,2021,100 g/ha,82035
Lebanon,Sugar beet,2020,100 g/ha,265145
Lebanon,Sugar beet,2021,100 g/ha,266033
Lebanon,"Tangerines, mandarins, clementines",2020,100 g/ha,249183
Lebanon,"Tangerines, mandarins, clementines",2021,100 g/ha,253240
Lebanon,Taro,2020,100 g/ha,167914
Lebanon,Taro,2021,100 g/ha,165508
Lebanon,Tomatoes,2020,100 g/ha,449194
Lebanon,Tomatoes,2021,100 g/ha,434850
Lebanon,Unmanufactured tobacco,2020,100 g/ha,11613
Lebanon,Unmanufactured tobacco,2021,100 g/ha,11607
Lebanon,Vetches,2020,100 g/ha,15350
Lebanon,Vetches,2021,100 g/ha,15353
Lebanon,"Walnuts, in shell",2020,100 g/ha,19181
Lebanon,"Walnuts, in shell",2021,100 g/ha,19181
Lebanon,Watermelons,2020,100 g/ha,484978
Lebanon,Watermelons,2021,100 g/ha,491932
Lebanon,Wheat,2020,100 g/ha,24390
Lebanon,Wheat,2021,100 g/ha,22222
Lesotho,Barley,2020,100 g/ha,2715
Lesotho,Barley,2021,100 g/ha,2720
Lesotho,"Beans, dry",2020,100 g/ha,4301
Lesotho,"Beans, dry",2021,100 g/ha,3851
Lesotho,Maize (corn),2020,100 g/ha,4569
Lesotho,Maize (corn),2021,100 g/ha,7838
Lesotho,Oats,2020,100 g/ha,15209
Lesotho,Oats,2021,100 g/ha,15207
Lesotho,"Other fruits, n.e.c.",2020,100 g/ha,39385
Lesotho,"Other fruits, n.e.c.",2021,100 g/ha,39630
Lesotho,"Other vegetables, fresh n.e.c.",2020,100 g/ha,91948
Lesotho,"Other vegetables, fresh n.e.c.",2021,100 g/ha,92679
Lesotho,"Peas, dry",2020,100 g/ha,96
Lesotho,"Peas, dry",2021,100 g/ha,2934
Lesotho,Potatoes,2020,100 g/ha,176510
Lesotho,Potatoes,2021,100 g/ha,176375
Lesotho,Sorghum,2020,100 g/ha,2996
Lesotho,Sorghum,2021,100 g/ha,5296
Lesotho,Wheat,2020,100 g/ha,6970
Lesotho,Wheat,2021,100 g/ha,8151
Liberia,Bananas,2020,100 g/ha,107869
Liberia,Bananas,2021,100 g/ha,107849
Liberia,"Cassava, fresh",2020,100 g/ha,81438
Liberia,"Cassava, fresh",2021,100 g/ha,82490
Liberia,Cocoa beans,2020,100 g/ha,1611
Liberia,Cocoa beans,2021,100 g/ha,1614
Liberia,"Coconuts, in shell",2020,100 g/ha,27231
Liberia,"Coconuts, in shell",2021,100 g/ha,27430
Liberia,"Coffee, green",2020,100 g/ha,2340
Liberia,"Coffee, green",2021,100 g/ha,2339
Liberia,Green corn (maize),2020,100 g/ha,35122
Liberia,Green corn (maize),2021,100 g/ha,35591
Liberia,"Groundnuts, excluding shelled",2020,100 g/ha,8149
Liberia,"Groundnuts, excluding shelled",2021,100 g/ha,8190
Liberia,Natural rubber in primary forms,2020,100 g/ha,8022
Liberia,Natural rubber in primary forms,2021,100 g/ha,7973
Liberia,Oil palm fruit,2020,100 g/ha,99427
Liberia,Oil palm fruit,2021,100 g/ha,99253
Liberia,Oranges,2020,100 g/ha,36572
Liberia,Oranges,2021,100 g/ha,36685
Liberia,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,100 g/ha,9627
Liberia,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,100 g/ha,9701
Liberia,Other pulses n.e.c.,2020,100 g/ha,7220
Liberia,Other pulses n.e.c.,2021,100 g/ha,7273
Liberia,"Other tropical fruits, n.e.c.",2020,100 g/ha,55388
Liberia,"Other tropical fruits, n.e.c.",2021,100 g/ha,55410
Liberia,"Other vegetables, fresh n.e.c.",2020,100 g/ha,53880
Liberia,"Other vegetables, fresh n.e.c.",2021,100 g/ha,53841
Liberia,Pineapples,2020,100 g/ha,55430
Liberia,Pineapples,2021,100 g/ha,55850
Liberia,Plantains and cooking bananas,2020,100 g/ha,22123
Liberia,Plantains and cooking bananas,2021,100 g/ha,22124
Liberia,Rice,2020,100 g/ha,11625
Liberia,Rice,2021,100 g/ha,10650
Liberia,Soya beans,2020,100 g/ha,4289
Liberia,Soya beans,2021,100 g/ha,4302
Liberia,Sugar cane,2020,100 g/ha,101824
Liberia,Sugar cane,2021,100 g/ha,101815
Liberia,Sweet potatoes,2020,100 g/ha,111356
Liberia,Sweet potatoes,2021,100 g/ha,111235
Liberia,Taro,2020,100 g/ha,91387
Liberia,Taro,2021,100 g/ha,91726
Liberia,Tomatoes,2020,100 g/ha,135752
Liberia,Tomatoes,2021,100 g/ha,135864
Liberia,Yams,2020,100 g/ha,86943
Liberia,Yams,2021,100 g/ha,86958
Libya,"Almonds, in shell",2020,100 g/ha,5778
Libya,"Almonds, in shell",2021,100 g/ha,5774
Libya,Apples,2020,100 g/ha,408769
Libya,Apples,2021,100 g/ha,407781
Libya,Apricots,2020,100 g/ha,56272
Libya,Apricots,2021,100 g/ha,56233
Libya,Barley,2020,100 g/ha,5117
Libya,Barley,2021,100 g/ha,5130
Libya,"Beans, dry",2020,100 g/ha,32469
Libya,"Beans, dry",2021,100 g/ha,32361
Libya,"Broad beans and horse beans, dry",2020,100 g/ha,16640
Libya,"Broad beans and horse beans, dry",2021,100 g/ha,16642
Libya,"Broad beans and horse beans, green",2020,100 g/ha,134350
Libya,"Broad beans and horse beans, green",2021,100 g/ha,135171
Libya,Cabbages,2020,100 g/ha,149032
Libya,Cabbages,2021,100 g/ha,148181
Libya,Cantaloupes and other melons,2020,100 g/ha,152248
Libya,Cantaloupes and other melons,2021,100 g/ha,152195
Libya,Carrots and turnips,2020,100 g/ha,42872
Libya,Carrots and turnips,2021,100 g/ha,42940
Libya,Cauliflowers and broccoli,2020,100 g/ha,85099
Libya,Cauliflowers and broccoli,2021,100 g/ha,84097
Libya,"Chick peas, dry",2020,100 g/ha,3571
Libya,"Chick peas, dry",2021,100 g/ha,3572
Libya,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,141451
Libya,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,142202
Libya,Cucumbers and gherkins,2020,100 g/ha,192165
Libya,Cucumbers and gherkins,2021,100 g/ha,191979
Libya,Dates,2020,100 g/ha,54162
Libya,Dates,2021,100 g/ha,54165
Libya,Eggplants (aubergines),2020,100 g/ha,196536
Libya,Eggplants (aubergines),2021,100 g/ha,196487
Libya,Figs,2020,100 g/ha,35450
Libya,Figs,2021,100 g/ha,35445
Libya,Grapes,2020,100 g/ha,38573
Libya,Grapes,2021,100 g/ha,38492
Libya,Green garlic,2020,100 g/ha,57064
Libya,Green garlic,2021,100 g/ha,57004
Libya,"Groundnuts, excluding shelled",2020,100 g/ha,16860
Libya,"Groundnuts, excluding shelled",2021,100 g/ha,16776
Libya,Lemons and limes,2020,100 g/ha,102831
Libya,Lemons and limes,2021,100 g/ha,102852
Libya,Maize (corn),2020,100 g/ha,21845
Libya,Maize (corn),2021,100 g/ha,21857
Libya,Millet,2020,100 g/ha,14010
Libya,Millet,2021,100 g/ha,14117
Libya,Olives,2020,100 g/ha,7303
Libya,Olives,2021,100 g/ha,7357
Libya,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,203777
Libya,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,204286
Libya,"Onions and shallots, green",2020,100 g/ha,277943
Libya,"Onions and shallots, green",2021,100 g/ha,280690
Libya,Oranges,2020,100 g/ha,99884
Libya,Oranges,2021,100 g/ha,99914
Libya,"Other fruits, n.e.c.",2020,100 g/ha,61848
Libya,"Other fruits, n.e.c.",2021,100 g/ha,61838
Libya,"Other vegetables, fresh n.e.c.",2020,100 g/ha,132469
Libya,"Other vegetables, fresh n.e.c.",2021,100 g/ha,133639
Libya,Peaches and nectarines,2020,100 g/ha,78317
Libya,Peaches and nectarines,2021,100 g/ha,78089
Libya,Pears,2020,100 g/ha,46986
Libya,Pears,2021,100 g/ha,46984
Libya,"Peas, dry",2020,100 g/ha,16008
Libya,"Peas, dry",2021,100 g/ha,16005
Libya,"Peas, green",2020,100 g/ha,52020
Libya,"Peas, green",2021,100 g/ha,52093
Libya,Plums and sloes,2020,100 g/ha,53687
Libya,Plums and sloes,2021,100 g/ha,54044
Libya,Potatoes,2020,100 g/ha,197490
Libya,Potatoes,2021,100 g/ha,197302
Libya,"Pumpkins, squash and gourds",2020,100 g/ha,199976
Libya,"Pumpkins, squash and gourds",2021,100 g/ha,201960
Libya,"Tangerines, mandarins, clementines",2020,100 g/ha,103620
Libya,"Tangerines, mandarins, clementines",2021,100 g/ha,103635
Libya,Tomatoes,2020,100 g/ha,207999
Libya,Tomatoes,2021,100 g/ha,208503
Libya,Unmanufactured tobacco,2020,100 g/ha,20751
Libya,Unmanufactured tobacco,2021,100 g/ha,20736
Libya,Watermelons,2020,100 g/ha,125810
Libya,Watermelons,2021,100 g/ha,125367
Libya,Wheat,2020,100 g/ha,7709
Libya,Wheat,2021,100 g/ha,7703
Lithuania,Apples,2020,100 g/ha,49410
Lithuania,Apples,2021,100 g/ha,35831
Lithuania,Barley,2020,100 g/ha,42816
Lithuania,Barley,2021,100 g/ha,34583
Lithuania,Blueberries,2020,100 g/ha,15918
Lithuania,Blueberries,2021,100 g/ha,12603
Lithuania,"Broad beans and horse beans, dry",2020,100 g/ha,37468
Lithuania,"Broad beans and horse beans, dry",2021,100 g/ha,17902
Lithuania,"Broad beans and horse beans, green",2020,100 g/ha,12857
Lithuania,"Broad beans and horse beans, green",2021,100 g/ha,18333
Lithuania,Cabbages,2020,100 g/ha,246614
Lithuania,Cabbages,2021,100 g/ha,283202
Lithuania,Carrots and turnips,2020,100 g/ha,250327
Lithuania,Carrots and turnips,2021,100 g/ha,343288
Lithuania,Cauliflowers and broccoli,2020,100 g/ha,46500
Lithuania,Cauliflowers and broccoli,2021,100 g/ha,40000
Lithuania,Cereals n.e.c.,2020,100 g/ha,9566
Lithuania,Cereals n.e.c.,2021,100 g/ha,6679
Lithuania,Cherries,2020,100 g/ha,5000
Lithuania,Cherries,2021,100 g/ha,5000
Lithuania,Cucumbers and gherkins,2020,100 g/ha,177818
Lithuania,Cucumbers and gherkins,2021,100 g/ha,223107
Lithuania,Currants,2020,100 g/ha,8415
Lithuania,Currants,2021,100 g/ha,11403
Lithuania,Green garlic,2020,100 g/ha,21250
Lithuania,Green garlic,2021,100 g/ha,20667
Lithuania,"Hazelnuts, in shell",2021,100 g/ha,3333
Lithuania,Leeks and other alliaceous vegetables,2020,100 g/ha,48000
Lithuania,Leeks and other alliaceous vegetables,2021,100 g/ha,57500
Lithuania,Lettuce and chicory,2020,100 g/ha,91667
Lithuania,Lettuce and chicory,2021,100 g/ha,97241
Lithuania,Linseed,2020,100 g/ha,8026
Lithuania,Linseed,2021,100 g/ha,8500
Lithuania,Lupins,2020,100 g/ha,10534
Lithuania,Lupins,2021,100 g/ha,9113
Lithuania,Maize (corn),2020,100 g/ha,70144
Lithuania,Maize (corn),2021,100 g/ha,58579
Lithuania,Mixed grain,2020,100 g/ha,23554
Lithuania,Mixed grain,2021,100 g/ha,18342
Lithuania,Oats,2020,100 g/ha,26270
Lithuania,Oats,2021,100 g/ha,18423
Lithuania,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,156786
Lithuania,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,120552
Lithuania,"Other beans, green",2020,100 g/ha,14000
Lithuania,"Other beans, green",2021,100 g/ha,14615
Lithuania,Other berries and fruits of the genus vaccinium n.e.c.,2020,100 g/ha,9654
Lithuania,Other berries and fruits of the genus vaccinium n.e.c.,2021,100 g/ha,6950
Lithuania,"Other oil seeds, n.e.c.",2020,100 g/ha,8327
Lithuania,"Other oil seeds, n.e.c.",2021,100 g/ha,7319
Lithuania,Other pome fruits,2020,100 g/ha,16111
Lithuania,Other pome fruits,2021,100 g/ha,8056
Lithuania,Other pulses n.e.c.,2020,100 g/ha,20787
Lithuania,Other pulses n.e.c.,2021,100 g/ha,19352
Lithuania,Other stone fruits,2020,100 g/ha,0
Lithuania,Other stone fruits,2021,100 g/ha,0
Lithuania,Pears,2020,100 g/ha,21059
Lithuania,Pears,2021,100 g/ha,25176
Lithuania,"Peas, dry",2020,100 g/ha,24480
Lithuania,"Peas, dry",2021,100 g/ha,19672
Lithuania,"Peas, green",2020,100 g/ha,11071
Lithuania,"Peas, green",2021,100 g/ha,13226
Lithuania,Plums and sloes,2020,100 g/ha,7067
Lithuania,Plums and sloes,2021,100 g/ha,5946
Lithuania,Potatoes,2020,100 g/ha,157255
Lithuania,Potatoes,2021,100 g/ha,130568
Lithuania,"Pumpkins, squash and gourds",2020,100 g/ha,51477
Lithuania,"Pumpkins, squash and gourds",2021,100 g/ha,54273
Lithuania,Rape or colza seed,2020,100 g/ha,34291
Lithuania,Rape or colza seed,2021,100 g/ha,29289
Lithuania,Raspberries,2020,100 g/ha,9077
Lithuania,Raspberries,2021,100 g/ha,10424
Lithuania,Rye,2020,100 g/ha,29778
Lithuania,Rye,2021,100 g/ha,24309
Lithuania,Sour cherries,2020,100 g/ha,8026
Lithuania,Sour cherries,2021,100 g/ha,5000
Lithuania,Soya beans,2020,100 g/ha,12367
Lithuania,Soya beans,2021,100 g/ha,14481
Lithuania,Spinach,2020,100 g/ha,57000
Lithuania,Spinach,2021,100 g/ha,150000
Lithuania,Strawberries,2020,100 g/ha,36383
Lithuania,Strawberries,2021,100 g/ha,31724
Lithuania,Sugar beet,2020,100 g/ha,677970
Lithuania,Sugar beet,2021,100 g/ha,583426
Lithuania,Tomatoes,2020,100 g/ha,171029
Lithuania,Tomatoes,2021,100 g/ha,193750
Lithuania,Triticale,2020,100 g/ha,37999
Lithuania,Triticale,2021,100 g/ha,27663
Lithuania,"True hemp, raw or retted",2020,100 g/ha,10756
Lithuania,"True hemp, raw or retted",2021,100 g/ha,20690
Lithuania,"Walnuts, in shell",2021,100 g/ha,5185
Lithuania,Wheat,2020,100 g/ha,53931
Lithuania,Wheat,2021,100 g/ha,45001
Luxembourg,Apples,2020,100 g/ha,172500
Luxembourg,Apples,2021,100 g/ha,101000
Luxembourg,Asparagus,2020,100 g/ha,30000
Luxembourg,Asparagus,2021,100 g/ha,25000
Luxembourg,Barley,2020,100 g/ha,55033
Luxembourg,Barley,2021,100 g/ha,54689
Luxembourg,"Broad beans and horse beans, dry",2020,100 g/ha,42500
Luxembourg,"Broad beans and horse beans, dry",2021,100 g/ha,22500
Luxembourg,Cabbages,2020,100 g/ha,510000
Luxembourg,Cabbages,2021,100 g/ha,315000
Luxembourg,Carrots and turnips,2020,100 g/ha,360000
Luxembourg,Carrots and turnips,2021,100 g/ha,406667
Luxembourg,Cauliflowers and broccoli,2020,100 g/ha,90000
Luxembourg,Cereals n.e.c.,2020,100 g/ha,60000
Luxembourg,Cereals n.e.c.,2021,100 g/ha,35000
Luxembourg,Grapes,2020,100 g/ha,104435
Luxembourg,Grapes,2021,100 g/ha,108618
Luxembourg,Leeks and other alliaceous vegetables,2020,100 g/ha,20000
Luxembourg,Leeks and other alliaceous vegetables,2021,100 g/ha,180000
Luxembourg,Lettuce and chicory,2020,100 g/ha,320000
Luxembourg,Lettuce and chicory,2021,100 g/ha,200000
Luxembourg,Maize (corn),2020,100 g/ha,55000
Luxembourg,Maize (corn),2021,100 g/ha,65714
Luxembourg,Mixed grain,2020,100 g/ha,46800
Luxembourg,Mixed grain,2021,100 g/ha,40000
Luxembourg,Oats,2020,100 g/ha,51509
Luxembourg,Oats,2021,100 g/ha,42360
Luxembourg,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,260000
Luxembourg,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,164000
Luxembourg,"Other oil seeds, n.e.c.",2020,100 g/ha,20000
Luxembourg,"Other oil seeds, n.e.c.",2021,100 g/ha,12500
Luxembourg,Other pulses n.e.c.,2020,100 g/ha,36000
Luxembourg,Other pulses n.e.c.,2021,100 g/ha,25714
Luxembourg,Pears,2020,100 g/ha,270000
Luxembourg,Pears,2021,100 g/ha,90000
Luxembourg,"Peas, dry",2020,100 g/ha,33448
Luxembourg,"Peas, dry",2021,100 g/ha,25185
Luxembourg,Plums and sloes,2020,100 g/ha,47500
Luxembourg,Plums and sloes,2021,100 g/ha,27500
Luxembourg,Potatoes,2020,100 g/ha,264032
Luxembourg,Potatoes,2021,100 g/ha,257460
Luxembourg,"Pumpkins, squash and gourds",2020,100 g/ha,115000
Luxembourg,"Pumpkins, squash and gourds",2021,100 g/ha,150000
Luxembourg,Rape or colza seed,2020,100 g/ha,33797
Luxembourg,Rape or colza seed,2021,100 g/ha,26606
Luxembourg,Rye,2020,100 g/ha,45825
Luxembourg,Rye,2021,100 g/ha,47297
Luxembourg,Soya beans,2020,100 g/ha,30000
Luxembourg,Soya beans,2021,100 g/ha,20000
Luxembourg,Strawberries,2020,100 g/ha,10000
Luxembourg,Strawberries,2021,100 g/ha,10000
Luxembourg,Sunflower seed,2020,100 g/ha,16364
Luxembourg,Sunflower seed,2021,100 g/ha,21429
Luxembourg,Triticale,2020,100 g/ha,57013
Luxembourg,Triticale,2021,100 g/ha,56631
Luxembourg,"Walnuts, in shell",2020,100 g/ha,30000
Luxembourg,"Walnuts, in shell",2021,100 g/ha,20000
Luxembourg,Wheat,2020,100 g/ha,60687
Luxembourg,Wheat,2021,100 g/ha,59161
Madagascar,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,100 g/ha,13695
Madagascar,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,100 g/ha,13680
Madagascar,Apples,2020,100 g/ha,15434
Madagascar,Apples,2021,100 g/ha,15420
Madagascar,Apricots,2020,100 g/ha,81545
Madagascar,Apricots,2021,100 g/ha,81745
Madagascar,Avocados,2020,100 g/ha,80391
Madagascar,Avocados,2021,100 g/ha,80295
Madagascar,Bananas,2020,100 g/ha,55522
Madagascar,Bananas,2021,100 g/ha,55506
Madagascar,"Beans, dry",2020,100 g/ha,12082
Madagascar,"Beans, dry",2021,100 g/ha,11923
Madagascar,Cabbages,2020,100 g/ha,217341
Madagascar,Cabbages,2021,100 g/ha,215175
Madagascar,Carrots and turnips,2020,100 g/ha,34939
Madagascar,Carrots and turnips,2021,100 g/ha,35151
Madagascar,"Cashew nuts, in shell",2020,100 g/ha,4669
Madagascar,"Cashew nuts, in shell",2021,100 g/ha,4692
Madagascar,Cashewapple,2020,100 g/ha,28533
Madagascar,Cashewapple,2021,100 g/ha,28674
Madagascar,"Cassava, fresh",2020,100 g/ha,79204
Madagascar,"Cassava, fresh",2021,100 g/ha,79650
Madagascar,Castor oil seeds,2020,100 g/ha,3561
Madagascar,Castor oil seeds,2021,100 g/ha,3567
Madagascar,Cauliflowers and broccoli,2020,100 g/ha,85310
Madagascar,Cauliflowers and broccoli,2021,100 g/ha,85342
Madagascar,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,100 g/ha,10561
Madagascar,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,100 g/ha,10566
Madagascar,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,65592
Madagascar,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,68231
Madagascar,"Cinnamon and cinnamon-tree flowers, raw",2020,100 g/ha,17107
Madagascar,"Cinnamon and cinnamon-tree flowers, raw",2021,100 g/ha,16981
Madagascar,"Cloves (whole stems), raw",2020,100 g/ha,3230
Madagascar,"Cloves (whole stems), raw",2021,100 g/ha,3268
Madagascar,Cocoa beans,2020,100 g/ha,8900
Madagascar,Cocoa beans,2021,100 g/ha,8899
Madagascar,"Coconuts, in shell",2020,100 g/ha,16515
Madagascar,"Coconuts, in shell",2021,100 g/ha,15847
Madagascar,"Coffee, green",2020,100 g/ha,5547
Madagascar,"Coffee, green",2021,100 g/ha,5586
Madagascar,"Cow peas, dry",2020,100 g/ha,9317
Madagascar,"Cow peas, dry",2021,100 g/ha,9372
Madagascar,Cucumbers and gherkins,2020,100 g/ha,41322
Madagascar,Cucumbers and gherkins,2021,100 g/ha,41310
Madagascar,Eggplants (aubergines),2020,100 g/ha,41511
Madagascar,Eggplants (aubergines),2021,100 g/ha,41604
Madagascar,"Ginger, raw",2020,100 g/ha,33953
Madagascar,"Ginger, raw",2021,100 g/ha,31715
Madagascar,Grapes,2020,100 g/ha,53661
Madagascar,Grapes,2021,100 g/ha,53953
Madagascar,Green garlic,2020,100 g/ha,67599
Madagascar,Green garlic,2021,100 g/ha,67384
Madagascar,"Groundnuts, excluding shelled",2020,100 g/ha,7735
Madagascar,"Groundnuts, excluding shelled",2021,100 g/ha,7884
Madagascar,"Kenaf, and other textile bast fibres, raw or retted",2020,100 g/ha,5673
Madagascar,"Kenaf, and other textile bast fibres, raw or retted",2021,100 g/ha,5652
Madagascar,Lemons and limes,2020,100 g/ha,34673
Madagascar,Lemons and limes,2021,100 g/ha,34598
Madagascar,"Lentils, dry",2020,100 g/ha,6813
Madagascar,"Lentils, dry",2021,100 g/ha,6831
Madagascar,Lettuce and chicory,2020,100 g/ha,2578
Madagascar,Lettuce and chicory,2021,100 g/ha,1946
Madagascar,Maize (corn),2020,100 g/ha,17704
Madagascar,Maize (corn),2021,100 g/ha,18386
Madagascar,"Mangoes, guavas and mangosteens",2020,100 g/ha,59913
Madagascar,"Mangoes, guavas and mangosteens",2021,100 g/ha,59456
Madagascar,"Nutmeg, mace, cardamoms, raw",2020,100 g/ha,10293
Madagascar,"Nutmeg, mace, cardamoms, raw",2021,100 g/ha,10246
Madagascar,Oil palm fruit,2020,100 g/ha,115977
Madagascar,Oil palm fruit,2021,100 g/ha,115905
Madagascar,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,54488
Madagascar,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,54594
Madagascar,"Onions and shallots, green",2020,100 g/ha,21384
